title,best_persona_match,match_score,all_scores,type,land_area,building_area,bedrooms,bathrooms,floors,SCHOOL,HOSPITAL,TRANSPORT,MARKET,MALL
Hunian 1 lantai siap huni 600jt an dekat gerbang tol sawangan,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.6}",Rumah,70.0,50.0,2,1,1.0,0,1,1,1,1
"Cuma 225 jt , diskon 15 jt , 3x bayar",Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
400jt an dapat2 lantai cluster aman nyaman bogor,Pasangan Bekerja tanpa Anak,1.0,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 1.0, 'Individu Lajang': 0.6}",Rumah,50.0,52.0,2,2,2.0,1,1,1,0,1
Rumah LT 112 di Depok 10 Mnt ke RS Permata Baru Renov Siap KPR J-15880,Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.2}",Rumah,112.0,109.0,3,2,2.0,1,1,1,1,1
"Cuma 225 jt , dapat diskon 15 jt , 3x bayar",Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
Shila at Sawangan Cluster Tilia Courtyard Plus,Pasangan Bekerja dengan Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.0}",Rumah,140.0,109.0,3,4,2.0,1,1,1,1,1
Dijual Rumah 5 Menit dari Stasiun Citayam,Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,153.0,45.0,2,1,1.0,0,0,1,0,0
"Surat SHM , cuma 165 jt , 3x bayar",Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,25.0,21.0,2,1,1.0,1,1,1,1,1
"Cuma 165 jt , 3x bayar , surat SHM",Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,25.0,21.0,2,1,1.0,1,1,1,1,1
"Cuma 165 jt , 3x bayar , surat SHM",Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,25.0,21.0,2,1,1.0,1,1,1,1,1
Rumah mewah bebas banjir akses mobil 3 menit ke stasiun depok,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
Rumah sawangan harga sudah all in semua,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.6}",Rumah,66.0,45.0,2,1,1.0,0,1,1,1,1
"3 menit ke stasiun depok, rumah mewah bebas banjir akses mobil",Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
rumah siap huni di dlm komplek SHM di belakang RS permata depok,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.6}",Rumah,60.0,45.0,2,1,1.0,0,1,1,0,0
Rumah Minimalis 1 Lt 23 Mnt ke RS Puri Cinere LT 75 Harga Nego J-12796,Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,75.0,50.0,2,1,1.0,1,1,1,1,1
Rumah second dijual 362m²Pancoran Mas Depok,Pasangan Bekerja dengan Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.8, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.0}",Rumah,362.0,260.0,3,3,2.0,0,0,0,0,0
"Cuma 165 jt , surat SHM , 3x bayar",Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,25.0,21.0,2,1,1.0,1,1,1,1,1
Cluster Dekat Stasiun Citayam Depok Bonus Rooftop di Pinggir Jl Raya,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.6}",Rumah,60.0,33.0,2,1,1.0,0,1,1,0,0
"Cuma 165 jt , 3x bayar , surat SHM",Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,25.0,21.0,2,1,1.0,1,1,1,1,1
Ready stock banyak bonusnya,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.6}",Rumah,60.0,40.0,2,1,1.0,0,0,0,0,0
Rumah anak milenial di Depok Gandaria House dekat Stasiun Depok Lama,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.6}",Rumah,40.0,56.0,2,1,2.0,0,1,1,0,0
"Cuma 165 jt , 3x bayar , surat SHM",Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,25.0,21.0,2,1,1.0,1,1,1,1,1
"Cuma 165 jt , 3x bayar , surat SHM",Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,25.0,21.0,2,1,1.0,1,1,1,1,1
"Cuma 165 jt , surat SHM , 3x bayar",Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,25.0,21.0,2,1,1.0,1,1,1,1,1
"Cuma 165 jt , bayar 3x , surat SHM",Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,25.0,21.0,2,1,1.0,1,1,1,1,1
Rumah Elit harga pertalite,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
Rumah Modern Asri 8 Mnt ke Mall The Park Sawangan Hadap Timur J-15880,Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.2}",Rumah,112.0,109.0,3,2,2.0,1,1,1,1,1
Pembelian Khusus Minggu Ini,Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,75.0,45.0,2,1,1.0,0,1,1,0,1
Rumah 1 setengah lantai bayar bisa santai,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
Rumah 1 setengah lantai bayar bisa santai,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
"Bisa 4x bayar , bisa nego",Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
Rumah 1 & 2 Lantai Di Grogol Limo Depok Termurah,Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,72.0,42.0,2,1,1.0,1,1,1,0,0
Rumah LT 264 Siap Huni 8 Mnt ke The Park Sawangan Semi Furnish J-18313,Pasangan Bekerja dengan Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.8, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.2}",Rumah,264.0,180.0,3,2,1.0,1,1,1,1,1
Rumah 2 lantai Paling Laris,Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,72.0,45.0,2,1,1.0,1,1,1,0,1
Over kredit rumah cileungsi,Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,72.0,45.0,2,1,1.0,0,0,0,0,0
Rumah mewah harga murah,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
Beli sekarang dapat diskon 15 jt,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
Beli sekarang dapat diskon 15 jt,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
"Diskon 15 jt , 3x bayar",Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
"Cuma 165 jt , surat shm",Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,25.0,21.0,2,1,1.0,1,1,1,1,1
RUMAH BARU Renov Luas 94M Harga diBAWAH NJOP siap huni Sawangan Depok,Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,94.0,45.0,2,1,1.0,1,1,1,1,0
Dijual murah Rumah 2 lantai siap huni di Pancoranmas Depok,Pasangan Bekerja dengan Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.2}",Rumah,123.0,90.0,5,2,2.0,0,0,0,0,0
Beli sekarang dapat diskon 15 jt,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
Rumah 1 Lt SHM 17 Mnt ke Puskesmas Bojongsari LT 72 Siap Huni J-19149,Pasangan Bekerja dengan Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.4}",Rumah,72.0,40.0,3,1,1.0,1,1,1,0,1
Rumah Murah Baru Renov di Depok 10 Menit ke Sekolah Harga Nego J-11276,Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,80.0,45.0,2,1,1.0,1,1,0,0,0
Rumah Mewah 2 Lantai dengan 3 Kamar Tidur di Sawangan Depok,Pasangan Bekerja dengan Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.0}",Rumah,84.0,88.0,3,3,1.0,1,1,1,0,0
Rumah 3 KT Strategis di Depok 15 Mnt ke Mall SHM Semi Furnish J-17637,Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.2}",Rumah,105.0,120.0,3,2,2.0,1,1,1,1,1
Rumah Minimalis 25 Menit ke Puskesmas Sawangan SHM Harga Nego J-23584,Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.2}",Rumah,90.0,120.0,3,2,2.0,1,0,1,0,1
DIJUAL RUMAH BARU DEPOK,Pasangan Bekerja dengan Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.0}",Rumah,70.0,137.0,3,3,1.0,0,0,0,0,0
Rumah Seken Terawat 17 Menit ke RS Brawijaya Depok Dibantu KPR J-19149,Pasangan Bekerja dengan Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.4}",Rumah,72.0,40.0,3,1,1.0,1,1,1,0,1
Rumah Strategis 14 Mnt ke SMAN 6 Depok Siap Huni Harga Nego J-19149,Pasangan Bekerja dengan Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.4}",Rumah,72.0,40.0,3,1,1.0,1,1,1,0,1
Harga Khusus Di Minggu Ini,Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,75.0,45.0,2,1,1.0,0,1,1,0,1
Rumah Siap Huni 2 Lantai Di Sawangan Depok Dekat Tangerang Selatan,Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.2}",Rumah,96.0,76.0,3,2,2.0,0,1,1,0,1
Posisinya Di Depan - Unit Siap Huni,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.6}",Rumah,60.0,45.0,2,1,1.0,0,1,1,0,1
Rumah Strategis 23 Mnt ke RSU Brawijaya Sawangan Dibantu KPR J-13608,Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,146.0,45.0,2,1,1.0,1,1,1,1,1
Rumah Baru Renov Dekat Gerbang Toll Limo 1 Bebas Biaya Biaya J-23676,Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.2}",Rumah,160.0,185.0,3,2,2.0,1,1,1,1,0
Rumah Minimalis 9 Mnt ke Pintu Tol Limo 1 Hadap Utara Siap KPR J-19149,Pasangan Bekerja dengan Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.4}",Rumah,72.0,40.0,3,1,1.0,1,1,1,0,1
Rumah Luas LT 146 di Depok Dekat Terminal Citayam Siap Huni J-13608,Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,146.0,45.0,2,1,1.0,1,1,1,1,1
Rumah Seken Strategis 10 Mnt ke Stasiun Depok 3 KT Free Renov J-22246,Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.4}",Rumah,90.0,75.0,2,2,1.0,1,1,1,1,1
Rumah Seken 21 Mnt ke Terminal Sawangan Siap Huni Dibantu KPR J-13608,Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,146.0,45.0,2,1,1.0,1,1,1,1,1
Dijual apartemen bagus dan nyaman,Individu Lajang,0.6,"{'Pasangan Bekerja dengan Anak': 0.0, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.6}",Apartemen,17.0,17.0,1,1,1.0,0,1,1,0,1
Di Jual Rumah Murah Clasik Modern 800 Jt an d Depok,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.2}",Rumah,65.0,70.0,3,2,1.0,0,0,1,0,1
Rumah Minimalis 2 KT Dekat Depok Town Center LT 146 Harga Nego J-13608,Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,146.0,45.0,2,1,1.0,1,1,1,1,1
Rumah Strategis 15 Menit ke RS Permata Depok Bebas Biaya Biaya J-7959,Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.2}",Rumah,90.0,64.0,3,2,1.0,1,1,1,0,1
Rumah Cluster di Depok 2 KM ke Pondok Cabe & Jl Jkt-Bogor Surat SHM,Pasangan Bekerja dengan Anak,0.2,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.0}",Rumah,80.0,107.0,4,3,2.0,1,1,1,0,1
Rumah Strategis 20 Mnt ke RS Permata Depok Siap Huni Bisa Nego J-13608,Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,146.0,45.0,2,1,1.0,1,1,1,1,1
Income 6-7 Jutaan Bisa Dapet Rumah Ini Tanpa Dp Loh …,Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,77.0,50.0,2,1,1.0,0,0,0,0,0
Rumah Seken Terawat SHM 12 Mnt ke SMK Nusa Bhakti Dibantu KPR J-13608,Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,146.0,45.0,2,1,1.0,1,1,1,1,1
"udah free biaya notaris, bphtb , kpr ,ajb ,balik nama,bonus ac &kanopi",Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,72.0,48.0,2,1,1.0,0,1,1,0,0
Rumah 1 Lt SHM Dekat Gerbang Tol Sawangan 4 Siap Huni Bisa KPR J-13608,Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,146.0,45.0,2,1,1.0,1,1,1,1,1
Rumah Di Villa Pasir Putih 5,Pasangan Bekerja dengan Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.2}",Rumah,75.0,108.0,3,1,1.0,1,0,1,0,0
Rumah LT 146 Siap KPR 20 Mnt ke Sari Plaza Bojongsari 1 Lt SHM J-13608,Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,146.0,45.0,2,1,1.0,1,1,1,1,1
Rumah Seken Siap Huni 20 Mnt The Park Mall Sawangan Harga Nego J-13608,Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,146.0,45.0,2,1,1.0,1,1,1,1,1
Rumah baru harga murah lokasi depok,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.6}",Rumah,51.0,36.0,2,1,1.0,1,1,1,1,0
Rumah Strategis 10 Mnt ke RS Brawijaya Depok Free Biaya Biaya J-15049,Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.2}",Rumah,150.0,75.0,3,2,1.0,1,1,1,1,1
Dijual Rumah 2 Lt. Permata Depok Dekat st. Citayam,Pasangan Bekerja dengan Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.2}",Rumah,105.0,93.0,4,2,2.0,0,0,0,0,0
Rumah Minimalis LT 146 di Depok Dekat RS Brawijaya Siap KPR J-13608,Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,146.0,45.0,2,1,1.0,1,1,1,1,1
Rumah Strategis di Depok 2 Mnt ke RS Permata SHM Semi Furnish J-20237,Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.4}",Rumah,200.0,100.0,2,2,1.0,1,1,1,1,0
Rumah Luas Strategis 21 Menit ke Terminal Sawangan Harga Nego J-13608,Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,146.0,45.0,2,1,1.0,1,1,1,1,1
"Rumah siap huni, akses 5mnt Tol sawangan. 15mnt st. depok",Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,79.0,47.0,2,1,1.0,1,1,1,0,1
Rumah Depok Jaya,Pasangan Bekerja dengan Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.2}",Rumah,123.0,90.0,5,2,1.0,0,0,0,0,0
"Dijual Hunian Asri dalam Cluster Hexa,Tugu,Cimanggis Depok",Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.2}",Rumah,109.0,134.0,3,2,2.0,1,1,1,1,1
Rumah murah 2 kamar 100 jutaan dilokasi strategis bebas banjir,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,40.0,2,1,1.0,1,0,1,1,0
"Dijual Rumah 1 Lantai di Jl. Pelopor, Bojongsari, Depok, Jawa Barat",Pasangan Bekerja dengan Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.8, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.2}",Rumah,330.0,100.0,3,2,1.0,0,0,0,0,0
New house ready stock siap huni lokasi strategis,Pasangan Bekerja dengan Anak,0.2,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.0}",Rumah,90.0,130.0,4,3,2.0,0,1,1,0,0
Rumah 1 Lt Siap Huni 12 Menit ke Pasar Induk Cikema Harga Nego J-19073,Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,72.0,30.0,2,1,1.0,1,1,1,1,1
Rumah Modern Industrial Harga mulai 385 Juta Di Bojongsari Depok⁣,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.6}",Rumah,60.0,41.0,2,1,1.0,0,1,1,1,1
Rumah Cantik di Depok Dekat Sekolah dan RS Free Biaya Biaya J-9878,Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,82.0,50.0,2,1,1.0,1,1,1,1,0
DIJUAL RUMAH INSANI CLUSTER SAWANGAN SIAP HUNI STRATEGIS AKSES MUDAH,Pasangan Bekerja dengan Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.4}",Rumah,98.0,48.0,3,1,1.0,1,1,1,1,1
Ruko mewah bisa buat usaha cash dan KPR tersedia,Individu Lajang,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.8}",Rumah,33.0,30.0,1,1,1.0,1,1,0,0,1
"jual cepat, pinggir jalan",Pasangan Bekerja dengan Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.8, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.2}",Rumah,273.0,100.0,3,2,1.0,0,0,1,0,0
Rumah Hadap Timur SHM 10 Menit ke SMKN 1 Depok 2 KT Siap Huni J-19073,Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,72.0,30.0,2,1,1.0,1,1,1,1,1
