title,best_persona_match,match_score,type,land_area,building_area,bedrooms,bathrooms,floors,address_city,SCHOOL,HOSPITAL,TRANSPORT,MARKET,MALL
Rumah Minimalis 9 Mnt ke Pintu Tol Limo 1 Hadap Utara Siap KPR J-19149,Pasangan Bekerja dengan Anak,0.4,Rumah,72.0,40.0,3.0,1.0,1.0,Depok Kota,1,1,1,0,1
Rumah Luas LT 146 di Depok Dekat Terminal Citayam Siap Huni J-13608,Pasangan Bekerja tanpa Anak,0.6,Rumah,146.0,45.0,2.0,1.0,1.0,Depok Kota,1,1,1,1,1
Rumah Seken Strategis 10 Mnt ke Stasiun Depok 3 KT Free Renov J-22246,Pasangan Bekerja tanpa Anak,0.6,Rumah,90.0,75.0,2.0,2.0,1.0,Depok Kota,1,1,1,1,1
Rumah Seken 21 Mnt ke Terminal Sawangan Siap Huni Dibantu KPR J-13608,Pasangan Bekerja tanpa Anak,0.6,Rumah,146.0,45.0,2.0,1.0,1.0,Depok Kota,1,1,1,1,1
Dijual apartemen bagus dan nyaman,Individu Lajang,0.6,Apartemen,17.0,17.0,1.0,1.0,1.0,Depok Kota,0,1,1,0,1
Di Jual Rumah Murah Clasik Modern 800 Jt an d Depok,Pasangan Bekerja tanpa Anak,0.8,Rumah,65.0,70.0,3.0,2.0,1.0,Depok Kota,0,0,1,0,1
Rumah Minimalis 2 KT Dekat Depok Town Center LT 146 Harga Nego J-13608,Pasangan Bekerja tanpa Anak,0.6,Rumah,146.0,45.0,2.0,1.0,1.0,Depok Kota,1,1,1,1,1
Rumah Strategis 15 Menit ke RS Permata Depok Bebas Biaya Biaya J-7959,Pasangan Bekerja dengan Anak,0.6,Rumah,90.0,64.0,3.0,2.0,1.0,Depok Kota,1,1,1,0,1
Rumah Cluster di Depok 2 KM ke Pondok Cabe & Jl Jkt-Bogor Surat SHM,Pasangan Bekerja dengan Anak,0.2,Rumah,80.0,107.0,4.0,3.0,2.0,Depok Kota,1,1,1,0,1
Rumah Strategis 20 Mnt ke RS Permata Depok Siap Huni Bisa Nego J-13608,Pasangan Bekerja tanpa Anak,0.6,Rumah,146.0,45.0,2.0,1.0,1.0,Depok Kota,1,1,1,1,1
Income 6-7 Jutaan Bisa Dapet Rumah Ini Tanpa Dp Loh …,Pasangan Bekerja tanpa Anak,0.6,Rumah,77.0,50.0,2.0,1.0,1.0,Depok Kota,0,0,0,0,0
Rumah Seken Terawat SHM 12 Mnt ke SMK Nusa Bhakti Dibantu KPR J-13608,Pasangan Bekerja tanpa Anak,0.6,Rumah,146.0,45.0,2.0,1.0,1.0,Depok Kota,1,1,1,1,1
"udah free biaya notaris, bphtb , kpr ,ajb ,balik nama,bonus ac &kanopi",Pasangan Bekerja tanpa Anak,0.6,Rumah,72.0,48.0,2.0,1.0,1.0,Depok Kota,0,1,1,0,0
Rumah 1 Lt SHM Dekat Gerbang Tol Sawangan 4 Siap Huni Bisa KPR J-13608,Pasangan Bekerja tanpa Anak,0.6,Rumah,146.0,45.0,2.0,1.0,1.0,Depok Kota,1,1,1,1,1
Rumah Di Villa Pasir Putih 5,Pasangan Bekerja dengan Anak,0.4,Rumah,75.0,108.0,3.0,1.0,1.0,Depok Kota,1,0,1,0,0
Rumah LT 146 Siap KPR 20 Mnt ke Sari Plaza Bojongsari 1 Lt SHM J-13608,Pasangan Bekerja tanpa Anak,0.6,Rumah,146.0,45.0,2.0,1.0,1.0,Depok Kota,1,1,1,1,1
Rumah Seken Siap Huni 20 Mnt The Park Mall Sawangan Harga Nego J-13608,Pasangan Bekerja tanpa Anak,0.6,Rumah,146.0,45.0,2.0,1.0,1.0,Depok Kota,1,1,1,1,1
Rumah baru harga murah lokasi depok,Pasangan Bekerja tanpa Anak,0.8,Rumah,51.0,36.0,2.0,1.0,1.0,Depok Kota,1,1,1,1,0
Rumah Strategis 10 Mnt ke RS Brawijaya Depok Free Biaya Biaya J-15049,Pasangan Bekerja dengan Anak,0.6,Rumah,150.0,75.0,3.0,2.0,1.0,Depok Kota,1,1,1,1,1
Dijual Rumah 2 Lt. Permata Depok Dekat st. Citayam,Pasangan Bekerja dengan Anak,0.4,Rumah,105.0,93.0,4.0,2.0,2.0,Depok Kota,0,0,0,0,0
Rumah Minimalis LT 146 di Depok Dekat RS Brawijaya Siap KPR J-13608,Pasangan Bekerja tanpa Anak,0.6,Rumah,146.0,45.0,2.0,1.0,1.0,Depok Kota,1,1,1,1,1
Rumah Strategis di Depok 2 Mnt ke RS Permata SHM Semi Furnish J-20237,Pasangan Bekerja dengan Anak,0.6,Rumah,200.0,100.0,2.0,2.0,1.0,Depok Kota,1,1,1,1,0
Rumah Luas Strategis 21 Menit ke Terminal Sawangan Harga Nego J-13608,Pasangan Bekerja tanpa Anak,0.6,Rumah,146.0,45.0,2.0,1.0,1.0,Depok Kota,1,1,1,1,1
"Rumah siap huni, akses 5mnt Tol sawangan. 15mnt st. depok",Pasangan Bekerja tanpa Anak,0.6,Rumah,79.0,47.0,2.0,1.0,1.0,Depok Kota,1,1,1,0,1
Rumah Depok Jaya,Pasangan Bekerja dengan Anak,0.4,Rumah,123.0,90.0,5.0,2.0,1.0,Depok Kota,0,0,0,0,0
"Dijual Hunian Asri dalam Cluster Hexa,Tugu,Cimanggis Depok",Pasangan Bekerja dengan Anak,0.6,Rumah,109.0,134.0,3.0,2.0,2.0,Depok Kota,1,1,1,1,1
Rumah murah 2 kamar 100 jutaan dilokasi strategis bebas banjir,Pasangan Bekerja tanpa Anak,0.8,Rumah,40.0,40.0,2.0,1.0,1.0,Depok Kota,1,0,1,1,0
"Dijual Rumah 1 Lantai di Jl. Pelopor, Bojongsari, Depok, Jawa Barat",Pasangan Bekerja dengan Anak,0.8,Rumah,330.0,100.0,3.0,2.0,1.0,Depok Kota,0,0,0,0,0
New house ready stock siap huni lokasi strategis,Pasangan Bekerja dengan Anak,0.2,Rumah,90.0,130.0,4.0,3.0,2.0,Depok Kota,0,1,1,0,0
Rumah 1 Lt Siap Huni 12 Menit ke Pasar Induk Cikema Harga Nego J-19073,Pasangan Bekerja tanpa Anak,0.6,Rumah,72.0,30.0,2.0,1.0,1.0,Depok Kota,1,1,1,1,1
Rumah Modern Industrial Harga mulai 385 Juta Di Bojongsari Depok⁣,Pasangan Bekerja tanpa Anak,0.8,Rumah,60.0,41.0,2.0,1.0,1.0,Depok Kota,0,1,1,1,1
Rumah Cantik di Depok Dekat Sekolah dan RS Free Biaya Biaya J-9878,Pasangan Bekerja tanpa Anak,0.6,Rumah,82.0,50.0,2.0,1.0,1.0,Depok Kota,1,1,1,1,0
DIJUAL RUMAH INSANI CLUSTER SAWANGAN SIAP HUNI STRATEGIS AKSES MUDAH,Pasangan Bekerja dengan Anak,0.4,Rumah,98.0,48.0,3.0,1.0,1.0,Depok Kota,1,1,1,1,1
Ruko mewah bisa buat usaha cash dan KPR tersedia,Individu Lajang,0.8,Rumah,33.0,30.0,1.0,1.0,1.0,Depok Kota,1,1,0,0,1
"jual cepat, pinggir jalan",Pasangan Bekerja dengan Anak,0.8,Rumah,273.0,100.0,3.0,2.0,1.0,Depok Kota,0,0,1,0,0
Rumah Hadap Timur SHM 10 Menit ke SMKN 1 Depok 2 KT Siap Huni J-19073,Pasangan Bekerja tanpa Anak,0.6,Rumah,72.0,30.0,2.0,1.0,1.0,Depok Kota,1,1,1,1,1
Rumah LB 130 Siap Huni 23 Menit ke Tol Kukusan 4 Harga Nego J-14005,Pasangan Bekerja dengan Anak,0.4,Rumah,92.0,130.0,3.0,3.0,2.0,Depok Kota,1,1,1,1,1
Rumah Seken Terawat 11 Menit ke Stasiun Depok Lama Bisa KPR J-14005,Pasangan Bekerja dengan Anak,0.4,Rumah,92.0,130.0,3.0,3.0,2.0,Depok Kota,1,1,1,1,1
Jual Murah Rumah' Tingkat Elegan di jl irigasi Sasak limo depok,Pasangan Bekerja dengan Anak,0.2,Rumah,98.0,160.0,4.0,3.0,1.0,Depok Kota,0,0,0,0,0
Jual Rumah Baru TINGKAT milenial dekat pintu tol desari,Pasangan Bekerja tanpa Anak,0.8,Rumah,40.0,55.0,3.0,2.0,1.0,Depok Kota,0,0,1,0,0
Di Jual Rumah 2 lantai Bertehnologi Jepang 800 jt an d Depok,Pasangan Bekerja dengan Anak,0.6,Rumah,90.0,70.0,3.0,2.0,2.0,Depok Kota,0,1,0,0,1
Jual Cepat Rumah Second 2lantai DiPusat Kota Depok,Pasangan Bekerja dengan Anak,0.2,Rumah,100.0,124.0,5.0,3.0,2.0,Depok Kota,1,1,1,0,1
Di Jual Cepat Rumah & Tanah Luas 202m SHM Tanpa Perantara,Pasangan Bekerja dengan Anak,0.4,Rumah,202.0,100.0,2.0,1.0,1.0,Depok Kota,0,0,0,0,0
Murah Rumah Dijual luas 120 m tingkat di tigaputra Meruyung limo,Pasangan Bekerja dengan Anak,0.6,Rumah,120.0,200.0,4.0,2.0,1.0,Depok Kota,0,0,0,0,0
Rumah LT 112 Siap Huni 8 Mnt ke The Park Sawangan Hadap Utara J-15880,Pasangan Bekerja dengan Anak,0.6,Rumah,112.0,109.0,3.0,2.0,2.0,Depok Kota,1,1,1,1,1
Rumah murah bangat chas bertahap,Pasangan Bekerja tanpa Anak,0.8,Rumah,50.0,36.0,2.0,1.0,1.0,Depok Kota,0,0,1,0,0
"Cuma 165 juta , surat SHM",Pasangan Bekerja tanpa Anak,0.6,Rumah,25.0,21.0,2.0,1.0,1.0,Depok Kota,1,1,1,1,1
Miliki Rumah desain minimalis 2 lantai + Rooftop 800 Jutaan KPRS,Pasangan Bekerja dengan Anak,0.4,Rumah,48.0,86.0,3.0,3.0,2.0,Depok Kota,0,0,0,0,0
Jual Rumah Tingkat luas 161 m2 di perum Cinere Residence  blok C,Pasangan Bekerja tanpa Anak,0.6,Rumah,161.0,60.0,2.0,1.0,1.0,Depok Kota,0,0,0,0,0
Rumah murah di citayam  chas bertahap,Pasangan Bekerja tanpa Anak,0.8,Rumah,50.0,36.0,2.0,1.0,1.0,Depok Kota,0,0,1,0,0
rumh 2 di jual minat chat aja,Pasangan Bekerja dengan Anak,0.6,Rumah,140.0,140.0,3.0,2.0,1.0,Depok Kota,0,0,0,0,0
"Dijual rumah baru, lokasi kp.bedahan sawangan depok",Pasangan Bekerja tanpa Anak,0.8,Rumah,60.0,40.0,2.0,1.0,1.0,Depok Kota,1,1,0,1,0
Rumah murah di kota Depok,Pasangan Bekerja tanpa Anak,0.8,Rumah,60.0,40.0,2.0,1.0,1.0,Depok Kota,0,0,0,0,0
Di jual rumah 2 lantai,Pasangan Bekerja tanpa Anak,0.8,Rumah,52.0,80.0,2.0,2.0,2.0,Depok Kota,0,0,1,0,0
Rumah Siap Huni 20 Menit ke The Park Sawangan Semi Furnished J-21120,Pasangan Bekerja dengan Anak,0.6,Rumah,93.0,140.0,3.0,2.0,2.0,Depok Kota,1,1,1,1,0
Baru di renov ; Rumah Dijual,Pasangan Bekerja dengan Anak,0.6,Rumah,504.0,504.0,4.0,3.0,1.0,Depok Kota,1,1,1,1,0
Rumah Baru Renov 10 Mnt ke The Park Sawangan Free Biaya Biaya J-18023,Pasangan Bekerja dengan Anak,0.6,Rumah,72.0,90.0,3.0,2.0,2.0,Depok Kota,1,1,1,1,0
Rumah 2 Lantai Harga All in Dekat Akses Pintu Tol Sawangan Depok,Pasangan Bekerja dengan Anak,0.6,Rumah,78.0,90.0,3.0,2.0,2.0,Depok Kota,1,1,1,0,1
"Diskon 15 jt , cuma 225 juta 3x bayar",Pasangan Bekerja tanpa Anak,0.8,Rumah,40.0,30.0,2.0,1.0,1.0,Depok Kota,1,1,1,1,1
Tanpa DP Griya Perigi Sawangan Tanah Besar Harga Terjangkau,Pasangan Bekerja tanpa Anak,0.6,Rumah,96.0,36.0,2.0,1.0,1.0,Depok Kota,0,0,1,0,0
Rumah cluster minimalis type 45/80 di sawangan,Pasangan Bekerja tanpa Anak,0.6,Rumah,80.0,45.0,2.0,1.0,1.0,Depok Kota,0,0,0,0,0
Rumah 500 Meter Ke  Pintu Tol Depok,Pasangan Bekerja dengan Anak,0.6,Rumah,73.0,100.0,3.0,2.0,2.0,Depok Kota,1,0,1,0,1
Rumah Siap huni  diskon 20 JT,Pasangan Bekerja tanpa Anak,0.8,Rumah,60.0,40.0,2.0,1.0,1.0,Depok Kota,0,0,0,0,0
"Cuma 225 jt , diskon 15 jt , cash bertahap 3x bayar",Pasangan Bekerja tanpa Anak,0.8,Rumah,40.0,30.0,2.0,1.0,1.0,Depok Kota,1,1,1,1,1
"Diskon 15 jt , 3x bayar",Pasangan Bekerja tanpa Anak,0.8,Rumah,40.0,30.0,2.0,1.0,1.0,Depok Kota,1,1,1,1,1
3 menit ke stasiun Depok,Pasangan Bekerja tanpa Anak,0.8,Rumah,36.0,40.0,2.0,1.0,1.0,Depok Kota,1,1,1,1,1
Rumah murah akses mudah,Pasangan Bekerja tanpa Anak,0.8,Rumah,40.0,30.0,2.0,1.0,1.0,Depok Kota,1,1,1,1,1
Booking sekarang diskon 15jt,Pasangan Bekerja tanpa Anak,0.8,Rumah,40.0,30.0,2.0,1.0,1.0,Depok Kota,1,1,1,1,1
3 menit ke stasiun,Pasangan Bekerja tanpa Anak,0.8,Rumah,40.0,30.0,2.0,1.0,1.0,Depok Kota,1,1,1,1,1
Rumah mewah dekat dengan stasiun,Pasangan Bekerja tanpa Anak,0.8,Rumah,40.0,30.0,2.0,1.0,1.0,Depok Kota,1,1,1,1,1
Beli sekarang dapat diskon 15 jt,Pasangan Bekerja tanpa Anak,0.8,Rumah,40.0,30.0,2.0,1.0,1.0,Depok Kota,1,1,1,1,1
Rumah mewah dekat dengan stasiun,Pasangan Bekerja tanpa Anak,0.8,Rumah,40.0,30.0,2.0,1.0,1.0,Depok Kota,1,1,1,1,1
Rumah mewah dekat dengan stasiun,Pasangan Bekerja tanpa Anak,0.8,Rumah,40.0,30.0,2.0,1.0,1.0,Depok Kota,1,1,1,1,1
Rumah Dijual Murah Di Depok Sawangan Bojong Sari,Pasangan Bekerja tanpa Anak,0.6,Rumah,72.0,48.0,2.0,1.0,1.0,Depok Kota,0,1,0,0,0
Sva Casa Tipe Svalika,Pasangan Bekerja dengan Anak,0.2,Rumah,96.0,107.0,4.0,3.0,2.0,Depok Kota,0,0,0,0,0
Jual rumah murah lokasi strategis cagar alam pancoran mas depok,Pasangan Bekerja tanpa Anak,0.6,Rumah,104.0,104.0,2.0,2.0,1.0,Depok Kota,0,0,1,0,0
"Cuma 165 jt , surat shm",Pasangan Bekerja tanpa Anak,0.6,Rumah,25.0,21.0,2.0,1.0,1.0,Depok Kota,1,1,1,1,1
Beli sekarang dapat diskon 15 jt,Pasangan Bekerja tanpa Anak,0.8,Rumah,40.0,30.0,2.0,1.0,1.0,Depok Kota,1,1,1,1,1
Sutera Sawangan Tipe Ruby,Pasangan Bekerja dengan Anak,0.2,Rumah,129.0,120.0,4.0,3.0,2.0,Depok Kota,1,1,1,1,0
"Cuma 165 juta , surat shm",Pasangan Bekerja tanpa Anak,0.6,Rumah,25.0,21.0,2.0,1.0,1.0,Depok Kota,1,1,1,1,1
"Diskon 15 jt , beli sekarang",Pasangan Bekerja tanpa Anak,0.8,Rumah,40.0,30.0,2.0,1.0,1.0,Depok Kota,1,1,1,1,1
Dekat stasiun depok dan tol,Pasangan Bekerja tanpa Anak,0.6,Rumah,25.0,21.0,2.0,1.0,1.0,Depok Kota,1,1,1,1,1
Rumah Cash &  KPR Cipayung Depok,Pasangan Bekerja tanpa Anak,0.8,Rumah,60.0,40.0,2.0,1.0,1.0,Depok Kota,1,0,1,1,0
Rumah Islami Sawangan Posisi Hook,Pasangan Bekerja tanpa Anak,0.6,Rumah,198.0,104.0,2.0,2.0,1.0,Depok Kota,0,1,1,1,1
Booking sekarang diskon 15 jt,Pasangan Bekerja tanpa Anak,0.8,Rumah,40.0,30.0,2.0,1.0,1.0,Depok Kota,1,1,1,1,1
Rumah Luas Asri 2 Menit ke RS Permata Depok Bebas Biaya Biaya J-20237,Pasangan Bekerja dengan Anak,0.6,Rumah,200.0,100.0,2.0,2.0,1.0,Depok Kota,1,1,1,1,0
DIJUAL CEPAT RUMAH DALAM KOMPLEK STRATEGIS SAWANGAN DEPOK,Pasangan Bekerja tanpa Anak,0.4,Rumah,21.0,60.0,1.0,1.0,1.0,Depok Kota,1,0,1,1,0
Jual kontrakan 2 pintu murah depok,Pasangan Bekerja tanpa Anak,1.0,Rumah,70.0,70.0,2.0,2.0,1.0,Depok Kota,0,0,0,0,1
Booking sekarang dapat diskon 15 jt,Pasangan Bekerja tanpa Anak,0.8,Rumah,40.0,30.0,2.0,1.0,1.0,Depok Kota,1,1,1,1,1
Rumah Bebas Banjir Dekat Bojongsari Depok Harga Nego Bisa KPR J-21120,Pasangan Bekerja tanpa Anak,0.4,Rumah,72.0,72.0,2.0,1.0,1.0,Depok Kota,1,1,1,1,0
RUMAH NEW 2 LANTAI SIAP HUNI DI DEPOK,Pasangan Bekerja dengan Anak,0.6,Rumah,102.0,90.0,3.0,2.0,1.0,Depok Kota,1,1,1,0,0
Dijual Rumah Depok grand Depok city,Pasangan Bekerja dengan Anak,0.2,Rumah,150.0,122.0,4.0,3.0,4.0,Depok Kota,0,0,0,0,0
Cuma 165 bebas banjir,Pasangan Bekerja tanpa Anak,0.6,Rumah,25.0,21.0,2.0,1.0,1.0,Depok Kota,1,1,1,1,1
Di Jual Rumah dekat toll limo,Pasangan Bekerja tanpa Anak,0.6,Rumah,100.0,90.0,2.0,2.0,1.0,Depok Kota,0,0,1,0,0
"Cuma 165 jt , surat shm",Pasangan Bekerja tanpa Anak,0.6,Rumah,25.0,21.0,2.0,1.0,1.0,Depok Kota,1,1,1,1,1
"Cuma 165 jt , surat shm",Pasangan Bekerja tanpa Anak,0.6,Rumah,25.0,21.0,2.0,1.0,1.0,Depok Kota,1,1,1,1,1
"Rumah 2,5 lantai dekat tol Sawangan.",Pasangan Bekerja dengan Anak,0.4,Rumah,72.0,85.0,3.0,3.0,1.0,Depok Kota,0,0,1,0,0
Rumah Depok Mampang Pancoranmas ready unit,Pasangan Bekerja tanpa Anak,0.8,Rumah,70.0,50.0,2.0,1.0,1.0,Depok Kota,0,0,1,0,1
rumah murah di permata depok cipayung depok jawa bara,Pasangan Bekerja tanpa Anak,0.8,Rumah,90.0,70.0,2.0,2.0,1.0,Depok Kota,0,0,0,0,0
Rumah di jual  SHM,Pasangan Bekerja dengan Anak,0.8,Rumah,400.0,200.0,3.0,3.0,1.0,Depok Kota,0,0,1,0,0
Rumah Mewah Strategis Bebas Banjir Tanpa DP Siap Huni,Pasangan Bekerja tanpa Anak,0.8,Rumah,60.0,40.0,2.0,1.0,1.0,Depok Kota,0,1,1,0,1
Rumah Mezzanine Di Pasir Putih Sawangan Depok Dekat Stasiun Citayam,Pasangan Bekerja tanpa Anak,0.6,Rumah,60.0,45.0,3.0,1.0,1.0,Depok Kota,1,1,1,1,1
Rumah mewah harga murah di Limo Depok,Pasangan Bekerja dengan Anak,0.6,Rumah,132.0,200.0,4.0,2.0,1.0,Depok Kota,0,0,1,0,0
"Rumah Ala Resort Dekat UI 3 Lantai Private Pool di Cimanggis, Depok",Pasangan Bekerja dengan Anak,0.6,Rumah,108.0,117.0,3.0,2.0,3.0,Depok Kota,0,1,1,1,1
Rumah Posisi Hook Dekat Pintu Tol Limo,Pasangan Bekerja dengan Anak,0.4,Rumah,106.0,160.0,3.0,3.0,2.0,Depok Kota,1,0,1,0,0
RUMAH DP3JT CLUSTER BARU MAINROAD BOGOR -BSD PABUARAN BOGOR TDK BANJIR,Pasangan Bekerja tanpa Anak,0.8,Rumah,62.0,48.0,3.0,2.0,2.0,Depok Kota,1,1,1,0,1
Rumah Cicilan 3 Juta Ada Kolam Renangnya,Pasangan Bekerja tanpa Anak,0.8,Rumah,60.0,50.0,3.0,2.0,2.0,Depok Kota,1,1,1,1,0
murah ready akses mobil 5 meter,Individu Lajang,0.8,Rumah,40.0,30.0,1.0,1.0,1.0,Depok Kota,0,0,0,0,0
Rumah Minimalis Harga Ekonomis,Pasangan Bekerja tanpa Anak,0.8,Rumah,48.0,45.0,2.0,1.0,1.0,Depok Kota,0,0,0,0,0
Rumah Murah di Depok 15 Menit ke RSIA Citra Insani Sudah Renov J-24640,Pasangan Bekerja tanpa Anak,0.6,Rumah,72.0,36.0,2.0,1.0,1.0,Depok Kota,1,1,1,1,0
Rumah dijual di depok 1,Pasangan Bekerja dengan Anak,0.6,Rumah,200.0,200.0,5.0,3.0,1.0,Depok Kota,1,1,1,1,0
Rumah Seken Free Renov 10 Menit ke Terminal Sawangan Siap KPR J-18782,Pasangan Bekerja dengan Anak,0.4,Rumah,125.0,94.0,3.0,3.0,2.0,Depok Kota,1,1,1,0,0
Rumah LB 185 Baru Renov 12 Menit ke The Park Sawangan Siap KPR J-23676,Pasangan Bekerja dengan Anak,0.6,Rumah,160.0,185.0,3.0,2.0,2.0,Depok Kota,1,1,1,1,0
Rumah minimalis 3 kamar tidur di sawangan Depok,Pasangan Bekerja dengan Anak,0.4,Rumah,80.0,60.0,3.0,1.0,1.0,Depok Kota,0,0,0,0,0
rumah ready SHM pecah pagar canopy kitchen set bonus,Pasangan Bekerja tanpa Anak,0.8,Rumah,60.0,40.0,2.0,1.0,1.0,Depok Kota,1,0,0,0,0
Rumah Ready SHM Sudah Pecah,Pasangan Bekerja tanpa Anak,0.8,Rumah,60.0,40.0,2.0,1.0,1.0,Depok Kota,0,0,0,0,0
Rumah cluster di cagar alam lingkungan asri,Pasangan Bekerja tanpa Anak,0.8,Rumah,55.0,40.0,2.0,1.0,1.0,Depok Kota,1,1,1,1,1
Rumah Ready Dekat Kolam Renang Zidan,Pasangan Bekerja tanpa Anak,0.8,Rumah,60.0,40.0,2.0,1.0,1.0,Depok Kota,0,0,0,0,0
Rumah baru siap huni bangunan minimalis,Pasangan Bekerja tanpa Anak,0.8,Rumah,55.0,40.0,2.0,1.0,1.0,Depok Kota,1,1,1,1,1
Rumah idaman keluarga,Pasangan Bekerja tanpa Anak,0.8,Rumah,55.0,40.0,2.0,1.0,1.0,Depok Kota,1,1,1,1,1
Booking 3jt sekarang diskon 15jt,Pasangan Bekerja tanpa Anak,0.8,Rumah,40.0,30.0,2.0,1.0,1.0,Depok Kota,1,1,1,1,1
DIJUAL CEPAT RUMAH SIAP HUNI STRATEGIS DI PITARA,Pasangan Bekerja dengan Anak,0.6,Rumah,365.0,300.0,5.0,4.0,1.0,Depok Kota,1,1,1,1,0
Rumah Cluster murah di cagar alam depok tidak banjir,Pasangan Bekerja tanpa Anak,0.8,Rumah,66.0,36.0,2.0,1.0,1.0,Depok Kota,1,1,1,1,1
Beli Minggu ini dapat diskon 15 juta,Pasangan Bekerja tanpa Anak,0.8,Rumah,40.0,30.0,2.0,1.0,1.0,Depok Kota,1,1,1,1,1
Rumah Minimalis Tanpa DP,Pasangan Bekerja tanpa Anak,0.6,Rumah,72.0,47.0,2.0,1.0,1.0,Bogor Kab.,0,0,0,0,0
Mulai dari 185 jutaan rumah minimalis dengan desain modern akses mobil,Pasangan Bekerja tanpa Anak,0.8,Rumah,50.0,36.0,2.0,1.0,1.0,Depok Kota,1,0,1,1,0
Rumah Baru Renov di Depok 15 Mnt ke RS Permata Harga All In KPR J-9878,Pasangan Bekerja tanpa Anak,0.6,Rumah,82.0,50.0,2.0,1.0,1.0,Depok Kota,1,1,1,1,0
Rumah SHM 12 Mnt ke RS Citra Medika Depok Harga Nego Bisa KPR J-19101,Pasangan Bekerja tanpa Anak,0.6,Rumah,72.0,48.0,2.0,1.0,1.0,Depok Kota,1,1,1,1,1
Rumah minimalis 2 kamar siap huni akses mobil dekat jalan utama,Pasangan Bekerja tanpa Anak,0.8,Rumah,57.0,36.0,2.0,1.0,1.0,Depok Kota,1,0,1,1,0
Rumah cantik desain modern 2 kamar akses mobil mulai dari 185 jutaan,Pasangan Bekerja tanpa Anak,0.8,Rumah,45.0,30.0,2.0,1.0,1.0,Depok Kota,1,0,1,1,0
Rumah Modern Minimalis Siap Huni Dekat GDC Depok Promo Tanpa DP,Pasangan Bekerja tanpa Anak,0.8,Rumah,40.0,26.0,2.0,1.0,1.0,Depok Kota,1,1,1,1,1
Dijual rumah murah bagus,Pasangan Bekerja dengan Anak,0.2,Rumah,84.0,72.0,4.0,3.0,2.0,Depok Kota,0,1,0,0,0
Rumah second cluster Depok Minimalis msk mobil dekat Stasiun Strategis,Pasangan Bekerja tanpa Anak,0.8,Rumah,52.0,38.0,2.0,1.0,1.0,Depok Kota,0,0,0,0,0
Jual rumah lantai 2 kawasan villa riski ilhami 2,Pasangan Bekerja dengan Anak,0.4,Rumah,15.0,300.0,4.0,1.0,2.0,Depok Kota,0,0,0,0,0
Rumah 2 Lt 10 Mnt ke Pintu Tol Kukusan 4 Baru Renov Siap Huni J-23185,Pasangan Bekerja dengan Anak,0.6,Rumah,72.0,90.0,3.0,2.0,2.0,Depok Kota,1,0,1,1,0
Jual kontrakan Pancoran Mas Depok,Pasangan Bekerja dengan Anak,0.4,Rumah,114.0,114.0,3.0,3.0,1.0,Depok Kota,0,0,0,0,0
Rumah Cluster Mewah Di Sawangan Dekat Stasiun Citayam,Pasangan Bekerja tanpa Anak,0.8,Rumah,60.0,42.0,2.0,1.0,1.0,Depok Kota,0,0,1,0,0
Dijual cepat rumah Villa Rizki Ilhami 2 - Cluster Raudhah sawangan,Pasangan Bekerja dengan Anak,0.6,Rumah,249.0,215.0,4.0,4.0,2.0,Depok Kota,0,0,0,0,0
Jual Rumah Hook 15 Mnt ke The Park Sawangan LT 75 Semi Furnish J-23766,Pasangan Bekerja tanpa Anak,0.6,Rumah,75.0,45.0,2.0,1.0,1.0,Depok Kota,1,1,1,1,0
Beli sekarang dapat potongan harga 15 jt,Pasangan Bekerja tanpa Anak,0.8,Rumah,40.0,30.0,2.0,1.0,1.0,Depok Kota,1,1,1,1,1
Booking sekarang 3 jt dapat diskon 15 jt,Pasangan Bekerja tanpa Anak,0.8,Rumah,40.0,30.0,2.0,1.0,1.0,Depok Kota,1,1,1,1,1
Jual Rumah di Depok ( SHM ),Pasangan Bekerja tanpa Anak,0.6,Rumah,65.0,74.0,2.0,1.0,1.0,Depok Kota,0,0,0,0,0
Beli sekarang dapat diskon 15 jt,Pasangan Bekerja tanpa Anak,0.8,Rumah,40.0,30.0,2.0,1.0,1.0,Depok Kota,1,1,1,1,1
NEW PREMIUM CLUSTER DI M.KAHFI 1  JAKARTA SELATAN,Pasangan Bekerja dengan Anak,0.2,Rumah,77.0,150.0,5.0,4.0,1.0,Depok Kota,1,1,1,1,1
Jual Rumah Syariah Depok Promo 700 Jutaan Bisa KPRS Surat SHM,Pasangan Bekerja tanpa Anak,0.8,Rumah,50.0,70.0,3.0,2.0,2.0,Depok Kota,0,1,1,0,1
Beli sekarang dapat diskon 15 jt,Pasangan Bekerja tanpa Anak,0.8,Rumah,40.0,30.0,2.0,1.0,1.0,Depok Kota,1,1,1,1,1
Rumah Bebas Banjir 9 Menit ke RS Grha Permata Ibu Sudah Renov J-19539,Pasangan Bekerja dengan Anak,0.4,Rumah,98.0,98.0,3.0,1.0,2.0,Depok Kota,1,1,1,1,0
Rumah Asri 10 Menit ke RS Brawijaya Sawangan LT 91 Free Renov J-24429,Pasangan Bekerja tanpa Anak,0.4,Rumah,91.0,75.0,2.0,1.0,1.0,Depok Kota,1,1,1,1,1
Rumah 2 Lantai Model Tropis with Smarthome di Bojongsari Depok,Pasangan Bekerja dengan Anak,0.6,Rumah,60.0,102.0,3.0,2.0,2.0,Depok Kota,1,0,0,0,0
